title,url,time_added,cursor,tags,status
Has flat design made our sites too simple?Has flat design made our sites to,http://rss.feedsportal.com/c/35285/f/661066/s/2d631f89/l/0L0Swebdesignerdepot0N0C20A130C0A60Chas0Eflat0Edesign0Emade0Eour0Esites0Etoo0Esimple0C/story01.htm,1371473044,2639939110,grafica,unread
"What’s new for designers, June 2013What’s new for designers, June 2013",http://rss.feedsportal.com/c/35285/f/661066/s/2d703874/l/0L0Swebdesignerdepot0N0C20A130C0A60Cwhats0Enew0Efor0Edesigners0Ejune0E20A130C/story01.htm,1371550257,2639939111,risorse,unread
A Selection of Beautiful Designer PortfoliosA Selection of Beautiful Design,http://inspiredology.com/a-selection-of-beautiful-designer-portfolios/,1371653500,2639939113,inspiration,unread
Beautiful Illustration and Packaging Work of Brent CouchmanBeautiful Illust,http://feedproxy.google.com/~r/abduzeedo/~3/Ont3LN12-2U/beautiful-illustration-and-packaging-work-brent-couchman,1371724192,2639939115,inspiration,unread
Useful Design Mockups for your Portfolio | Abduzeedo Design Inspiration & T,http://abduzeedo.com/useful-design-mockups-your-portfolio?utm_source=feedly&utm_medium=feed&utm_campaign=Feed%3A+abduzeedo+%28Abduzeedo+Feed%29,1372068989,2639939116,risorse,unread
Create a Website Flat Design in Photoshop using Flat UI,http://feedproxy.google.com/~r/designmodo/~3/k09JGrKrFiU/,1372170991,2639939118,risorse,unread
10 Free UI Wireframe Kits,http://webdesignledger.com/tools/10-free-ui-wireframe-kits,1372257718,2639939119,risorse,unread
15  Originali WordPress Theme Premium #Flat Design,http://feedproxy.google.com/~r/juliusdesign/~3/ORfjrJzYnHA/,1372676397,2639939121,risorse,unread
40 Cool and Best Handwriting Fonts for Designers (Free and Premium),http://megahitmag.com/cool-best-handwriting-fonts-free-premium/,1373015756,2639939123,fonts,unread
The Future of Airline Websites,http://www.f-i.com/fi/airlines/,1424448838,2639939126,template|ux,unread
10 expert tips for improving your packaging design skills | Packaging | Cre,http://www.creativebloq.com/packaging-design/how-to-design-packaging-tips-8133802,1410180323,2639939134,,unread
20 Stylish Examples of Flat Illustrations in Web Design,http://line25.com/articles/20-stylish-examples-of-flat-illustrations-in-web-design,1377503897,2639939137,,unread
150  Best Free PSD Mock-Ups for Designers | Pencil Scoop | Web Design & Dev,http://www.pencilscoop.com/2013/07/150-best-free-psd-mock-ups-for-designers/,1399311646,2639939145,,unread
Haus Garten,http://www.underconsideration.com/artofthemenu/archives/haus_garten.php,1381490115,2639939147,,unread
"Visualbox :: Art Direction and Motion Graphics - Buenos Aires, Argentina",http://www.visualboxsite.com/old_site/index.php,1431425844,2639939148,inspiration,unread
13 Beautiful Design Agency Websites | Inspiration,http://webdesignledger.com/inspiration/13-beautiful-design-agency-websites,1423327266,2639939151,inspiration,unread
25 Free PSD Templates to Mockup Your Print Designs,http://blog.spoongraphics.co.uk/articles/25-free-psd-templates-to-mockup-your-print-designs,1384877288,2639939152,,unread
Wacom Graphics Early Concepts,http://dribbble.com/shots/1292617-Wacom-Graphics-Early-Concepts,1383206859,2639939154,,unread
7 Best Practices of Responsive Web Design,http://webdesignledger.com/tips/7-best-practices-of-responsive-web-design,1385324597,2639939160,,unread
Beautiful Branding and Packaging Design,http://abduzeedo.com/beautiful-branding-and-packaging-design,1386543850,2639939165,,unread
Clever Typography Designs That Make You Think,http://rss.feedsportal.com/c/35261/f/656072/s/343df26c/sc/4/l/0L0Shongkiat0N0Cblog0Cexpressive0Etypography0C/story01.htm,1388051868,2639939166,,unread
The best of DesignFaves.com,http://rss.feedsportal.com/c/35285/f/661066/s/34791898/sc/4/l/0L0Swebdesignerdepot0N0C20A130C120Cthe0Ebest0Eof0Edesignfaves0Ecom0C/story01.htm,1388051742,2639939168,,unread
Developing A Creative Ritual (For Higher Productivity),http://rss.feedsportal.com/c/35261/f/656072/s/34a6452a/sc/4/l/0L0Shongkiat0N0Cblog0Ccreative0Eritual0C/story01.htm,1388051486,2639939171,,unread
Why negative is positive in web design,http://rss.feedsportal.com/c/35285/f/661066/s/34f2bd51/sc/4/l/0L0Swebdesignerdepot0N0C20A130C120Cwhy0Enegative0Eis0Epositive0Ein0Eweb0Edesign0C/story01.htm,1388051357,2639939173,,unread
Mojn Logo Design / Branding,http://dribbble.com/shots/1351248-Mojn-Logo-Design-Branding,1387829724,2639939175,,unread
The One Concept Approach: How a Professional Designs A Logo,http://dribbble.com/shots/1351385-The-One-Concept-Approach-How-a-Professional-Designs-A-Logo,1387829673,2639939176,,unread
Geek Illustrations,http://dribbble.com/shots/1355477-Geek-Illustrations,1387798961,2639939182,,unread
Using Space to Create a Simple and Effective Design,http://feedproxy.google.com/~r/designmodo/~3/UH-tdhQ6aFY/,1387793193,2639939183,,unread
http://rss.feedsportal.com/c/35285/f/661066/s/35533957/sc/4/l/0L0Swebdesignerdepot0N0C20A130C120Cthe0Ebest0Eof0E20A130Efor0Edesigners0C/story01.htm,http://rss.feedsportal.com/c/35285/f/661066/s/35533957/sc/4/l/0L0Swebdesignerdepot0N0C20A130C120Cthe0Ebest0Eof0E20A130Efor0Edesigners0C/story01.htm,1390343307,2639939189,risorse,unread
Logo Design: Handwritten,http://feedproxy.google.com/~r/abduzeedo/~3/99FipOLcq2g/logo-design-handwritten,1388657173,2639939190,,unread
Discover the world’s best mobile UX,http://rss.feedsportal.com/c/35285/f/661066/s/35c067ce/sc/4/l/0L0Swebdesignerdepot0N0C20A140C0A10Cdiscover0Ethe0Eworlds0Ebest0Emobile0Eux0C/story01.htm,1389609013,2639939192,,unread
The 10 commandments of typography | Typography | Creative Bloq,http://www.creativebloq.com/typography/commandments-11410425,1418999796,2639939198,typo,unread
13 Examples of Illustrations and Hand Drawn Elements in Web Design,http://webdesignledger.com/inspiration/13-examples-of-illustrations-and-hand-drawn-elements-in-web-design,1390908610,2639939199,,unread
Graphic Design: Bunch create great identity for Croatian print studio Cervo,http://feedproxy.google.com/~r/itsnicethat/SlXC/~3/Ha5rX5zEL-I/bunch-cervoski,1392031523,2639939202,,unread
Lean UX – How to Apply Lean Principles to User Experience Design,http://designm.ag/web-designs/lean-ux-how-to-apply-lean-principles-to-user-experience-design/,1393240131,2639939205,,unread
Logo Design: Outlines,http://feedproxy.google.com/~r/abduzeedo/~3/SeqG2IpyVYQ/logo-design-outlines,1393240120,2639939206,,unread
Flat Hero Header Kit - Designer Essentials : Medialoot,http://medialoot.com/item/flat-designer-essentials-illustration/,1409606020,2639939208,,unread
Speed Design with Illustrator. 14 tips to create interfaces in minutes,http://www.designsprint.net/,1423327503,2639939212,illustrator|ux,unread
Design scrapbook Ember for Mac and iOS now features Folders to bring order ,http://feedproxy.google.com/~r/TheNextWeb/~3/zm7ycaKrIOg/,1394448261,2639939215,,unread
Pattern Lab | Build Atomic Design Systems,http://patternlab.io/,1468483286,2639939218,risorse|ui|ux,unread
Practical Use of CSS3: Transforms and Transitions - Tuts  Web Design Tutori,http://webdesign.tutsplus.com/tutorials/practical-use-of-css3-transforms-and-transitions--pre-33170?ref=facebooksp,1395585340,2639939221,css,unread
The ultimate guide to freelancing | Webdesigner Depot,http://www.webdesignerdepot.com/2014/03/the-ultimate-guide-to-freelancing/?ref=facebooksp,1395873166,2639939223,teoria,unread
"50 essential freebies for web designers, April 2014 | Webdesigner Depot",http://www.webdesignerdepot.com/2014/03/50-essential-freebies-for-web-designers-april-2014/?ref=facebooksp,1395845639,2639939224,risorse,unread
"Mario Dreams, an art print by Ken Wong - INPRNT",https://www.inprnt.com/gallery/kenwong/mario-dreams/,1520771851,2639939227,ifttt|twitter,unread
Welcome To The Professional Website Design Revolution,http://www.2expertsdesign.com/resources/welcome-to-the-professional-website-design-revolution?source=rss,1396987045,2639939231,,unread
FPO: Tomorrow Design Office Stationery,http://www.underconsideration.com/fpo/archives/2014/04/tomorrow-design-office-stationery.php,1397058582,2639939232,grafica,unread
Electronic parts,http://dribbble.com/shots/1511737-Electronic-parts,1397674462,2639939237,,unread
http://www.2expertsdesign.com/logo-designs-2/need-beautiful-fonts-try-font-town?source=rss,http://www.2expertsdesign.com/logo-designs-2/need-beautiful-fonts-try-font-town?source=rss,1398302066,2639939238,,unread
UX How-To with Luke Wroblewski - YouTube,https://www.youtube.com/playlist?list=PLg-UKERBljNy2Yem3RJkYL1V70dpzkysC,1513470490,2639939245,ifttt|twitter,unread
The key to modern blog design: promote UX by retiring your sidebar | Webdes,http://www.webdesignerdepot.com/2014/04/the-key-to-modern-blog-design-promote-ux-by-retiring-your-sidebar/?ref=facebooksp,1398882036,2639939247,,unread
UI Design: The Gorgeous Weather Dashboard | Abduzeedo Design Inspiration,http://abduzeedo.com/ui-design-gorgeous-weather-dashboard,1400422648,2639939249,,unread
http://abduzeedo.com/ui-design-gorgeous-weather-dashboard?utm_source=dlvr.it&utm_medium=twitter,http://abduzeedo.com/ui-design-gorgeous-weather-dashboard?utm_source=dlvr.it&utm_medium=twitter,1473229945,2639939250,ui,unread
How to use filters to enhance your website’s impact | Webdesigner Depot,http://www.webdesignerdepot.com/2014/05/how-to-use-filters-to-enhance-your-websites-impact/?ref=facebooksp,1400762083,2639939251,,unread
How to create a scrollable splash screen with CSS3 and jQuery | Webdesigner,http://www.webdesignerdepot.com/2014/05/how-to-create-a-scrollable-splash-screen-with-css3-and-jquery/?ref=facebooksp,1401110636,2639939253,,unread
20 underrated web design tools | Web design | Creative Bloq,http://www.creativebloq.com/web-design/underrated-tools-513154,1405261652,2639939260,risorse,unread
"Jane & Rosello - Design, UX & Branding",http://janeandrosello.com/,1516607963,2639939261,ifttt|twitter,unread
Google Design - Google Design,http://www.google.com/design/,1432894353,2639939263,design,unread
How to Improve Website UX with Doors Diagram,http://feedproxy.google.com/~r/designmodo/~3/0czqvypaSjE/,1404069881,2639939264,,unread
Fonts of the week w/e 6 July 2014 | Typography | Creative Bloq,http://www.creativebloq.com/typography/fonts-week-we-6-july-2014-71412183,1405261318,2639939268,font|fonts,unread
"UI, UX: Who Does What? A Designer's Guide To The Tech Industry | Co.Design ",http://www.fastcodesign.com/3032719/ui-ux-who-does-what-a-designers-guide-to-the-tech-industry,1405264297,2639939269,teoria,unread
10 rules for better editorial design | Graphic design | Creative Bloq,http://www.creativebloq.com/creativity/10-rules-better-editorial-design-71412218,1405261299,2639939270,editoria|teoria,unread
Our App's Brand New Design — Lyft Blog,https://blog.lyft.com/posts/2014/7/8/our-apps-brand-new-design,1531836407,2639939273,ifttt|twitter,unread
WhatsApp Redesign for iOS 8 | Abduzeedo Design Inspiration,http://abduzeedo.com/whatsapp-redesign-ios-8,1405901669,2639939275,,unread
30  Superior Example of Flat Web Design,http://www.vandelaydesign.com/flat-web-design/,1427281773,2639939277,flat,unread
Take The Near Impossible Literacy Test Louisiana Used to Suppress the Black,http://www.openculture.com/2014/07/literacy-test-louisiana-used-to-suppress-the-black-vote.html,1526619791,2639939279,ifttt|twitter,unread
Google Web Fonts Typographic Project,http://femmebot.github.io/google-type/,1423061962,2639939281,fonts,unread
Black and White Inspiration | Abduzeedo Design Inspiration,http://abduzeedo.com/black-and-white-inspiration,1407757762,2639939285,foto,unread
20 Amazing Free Handwritten Fonts for Your Designs | Freebies,http://webdesignledger.com/freebies/20-amazing-free-handwritten-fonts-for-your-designs,1407760437,2639939286,fonts,unread
http://abduzeedo.com/logo-design-jokers-jesters-and-harlequins,http://abduzeedo.com/logo-design-jokers-jesters-and-harlequins,1407757379,2639939287,,unread
Create custom type from existing fonts | Graphic design | Creative Bloq,http://www.creativebloq.com/computer-arts/create-custom-type-existing-fonts-81412724,1408635349,2639939295,,unread
http://www.designer-daily.com/8-free-corporate-identity-mockup-templates-47235,http://www.designer-daily.com/8-free-corporate-identity-mockup-templates-47235,1409098708,2639939297,download,unread
uiGradients - Beautiful coloured gradients,http://uigradients.com/,1410179795,2639939301,,unread
Meeting Design - Rosenfeld Media,https://rosenfeldmedia.com/books/meeting-design/,1529491859,2639939307,ifttt|twitter,unread
The Next Big Thing In Responsive Design | Co.Design | business   design,http://www.fastcodesign.com/3036091/the-next-big-thing-in-responsive-design?utm_content=buffer7d8da&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,1411998560,2639939312,teoria,unread
How To Create a Web Design Style Guide - Designmodo,https://designmodo.com/create-style-guides/,1489825064,2639939313,ifttt|twitter,unread
App Adobe per cellulari e tablet | Adobe Creative Cloud,http://www.adobe.com/it/creativecloud/catalog/mobile.html?scid=social33153296,1412849939,2639939315,,unread
eCommerce uxdesign a MineWhat initiative,http://ecommerceuxdesign.com/,1416491644,2639939316,,unread
"What’s new for designers, October 2014",http://www.webdesignerdepot.com/2014/10/whats-new-for-designers-october-2014/,1414908210,2639939319,,unread
http://www.underconsideration.com/artofthemenu/archives/menu_typography.php,http://www.underconsideration.com/artofthemenu/archives/menu_typography.php,1415877694,2639939320,,unread
RUDECOLOR | Color Resources For Creative Design,http://rudecolor.com/,1424273040,2639939328,,unread
http://www.underconsideration.com/brandnew/archives/the_design_report.php,http://www.underconsideration.com/brandnew/archives/the_design_report.php,1415877562,2639939329,,unread
Free Material Design GUI Templates & Icon Sets,http://speckyboy.com/2014/11/19/free-material-design-gui-templates-icon-sets/,1426670598,2639939333,material,unread
Best Website Designs of 2014 - Designmodo,http://designmodo.com/best-website-designs-2014/,1418220209,2639939334,websites,unread
Aaron Draplin Takes On a Logo Design Challenge on Vimeo,https://vimeo.com/113751583,1472826798,2639939338,logo|video,unread
UltraLinx: A Fantastic Look At The Logo Design Process by Aaron Draplin - h,http://t.co/Yvr78XBi3S,1418218816,2639939339,,unread
Material Design Ui Kit HTML version,https://dribbble.com/shots/1860133-Material-Design-Ui-Kit-HTML-version?1419590503,1419671616,2639939342,,unread
Dieci film che ogni designer dovrebbe vedere una volta nella vita,http://www.onicedesign.it/2014/12/dieci-film-che-ogni-designer-dovrebbe-vedere-una-volta-nella-vita/,1420314196,2639939343,,unread
http://www.underconsideration.com/brandnew/archives/the_best_and_worst_identities_of_2014_part_5_most_liked_friday_likes.php,http://www.underconsideration.com/brandnew/archives/the_best_and_worst_identities_of_2014_part_5_most_liked_friday_likes.php,1420370328,2639939344,grafica,unread
15 Free Fonts That Harken Back To Vintage Typography,http://www.huffingtonpost.com/2014/11/07/retro-fonts_n_6116796.html?ncid=tweetlnkushpmg00000030,1420205994,2639939345,,unread
User Flow Patterns,http://userflowpatterns.com/,1422262175,2639939347,ux,unread
Material Design Motion Explorations by Jovie Brett,http://abduzeedo.com/material-design-motion-explorations-jovie-brett,1420535809,2639939348,,unread
Positioning in web design explained with GIFs. A visual manual for designer,http://blog.froont.com/positioning-in-web-design/?utm_content=buffer73258&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,1422027548,2639939354,,unread
PixelKit: Lifetime Subscription | Inspirationfeed Deals,https://deals.inspirationfeed.com/sales/a-lifetime-of-premium-ui-kits-design-resources,1424544074,2639939355,inspiration|ui,unread
http://abduzeedo.com/behind-uiux-medium,http://abduzeedo.com/behind-uiux-medium,1423233088,2639939358,ux,unread
Better SVG Fallback and Art Direction With The  Element,http://sarasoueidan.com/blog/svg-picture/,1424700940,2639939362,css|teoria,unread
What If We Could Rethink Digital Healthcare?,http://casestudies.f-i.com/healthcare/,1424448724,2639939365,inspiration|ux,unread
Compulsion Forums,http://compulsiongames.com/forum/,1424541114,2639939366,ux|websites,unread
Free download: 59 flat-style illustrations | Webdesigner Depot,http://www.webdesignerdepot.com/2015/02/free-download-59-flat-style-illustrations/?ref=facebooksp,1424781346,2639939367,,unread
http://abduzeedo.com/material-design-motion-explorations,http://abduzeedo.com/material-design-motion-explorations,1425207518,2639939370,ux,unread
"Gorgeous Examples, Useful Tips To Help You Ace Minimalist Design - DesignTA",http://designtaxi.com/news/373127/Gorgeous-Examples-Useful-Tips-To-Help-You-Ace-Minimalist-Design/,1472831465,2639939374,inspiration,unread
UI/UX Works by Virgil Pana,http://abduzeedo.com/uiux-works-virgil-pana,1425454740,2639939375,,unread
Flipside,http://lab.hakim.se/flipside/?utm_content=buffer4b106&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer,1425996611,2639939376,github|risorse|ux,unread
"What’s new for designers, March 2015 | Webdesigner Depot",http://www.webdesignerdepot.com/2015/03/whats-new-for-designers-march-2015/?ref=facebooksp,1426431158,2639939378,risorse,unread
http://www.webdesignerdepot.com/2015/03/65-best-free-fonts-spring-2015/,http://www.webdesignerdepot.com/2015/03/65-best-free-fonts-spring-2015/,1426604715,2639939382,fonts,unread
"65 best free fonts, Spring 2015 | Webdesigner Depot",http://www.webdesignerdepot.com/2015/03/65-best-free-fonts-spring-2015/?ref=facebooksp,1427044647,2639939383,,unread
http://designinstruct.com/web-design/big-background-images/,http://designinstruct.com/web-design/big-background-images/,1426755636,2639939384,template,unread
http://typographyserved.com/gallery/Velodroma/24426699,http://typographyserved.com/gallery/Velodroma/24426699,1428909713,2639939391,fonts,unread
Graphical Cooking,http://graphicalcooking.co/,1464600147,2639939394,,unread
http://dzineblog.com/2015/04/33-powerful-startup-websites-homepage.html,http://dzineblog.com/2015/04/33-powerful-startup-websites-homepage.html,1429518161,2639939398,template,unread
"estudio/nk ® — UI/UX design studio, web design, e-commerce, digital products & branding",https://estudionk.com/,1731748800,2639939402,,unread
Estudio NK designed by Estudio NK,http://www.cssdesignawards.com/sites/estudio-nk/26414,1430298335,2639939403,inspiration|template,unread
Mythbusting UX design: 7 misconceptions about user experience,http://www.webdesignerdepot.com/2015/05/mythbusting-ux-design-7-misconceptions-about-user-experience/,1430759828,2639939405,,unread
Weekly News for Designers (N.283),http://speckyboy.com/2015/05/05/weekly-news-for-designers-n-283/,1430892613,2639939407,,unread
http://abduzeedo.com/uiux-works-nathan-riley,http://abduzeedo.com/uiux-works-nathan-riley,1431353197,2639939410,template,unread
POM POM Visual Identity | Abduzeedo Design Inspiration,http://abduzeedo.com/pom-pom-visual-identity,1431353135,2639939411,grafica|inspiration,unread
Extraordinary Avengers UI Design by Territory Studio,http://abduzeedo.com/extraordinary-avengers-ui-design-territory-studio,1431817817,2639939415,,unread
UX is UI — Medium,https://medium.com/@mikeatherton/ux-is-ui-105460807734,1432289469,2639939417,,unread
The 10 Commandments Of Typography - Airows,http://airows.com/creative/the-10-commandments-of-typography,1431875211,2639939418,fonts,unread
http://abduzeedo.com/uiux-interactions-handsome?utm_source=dlvr.it&utm_medium=facebook,http://abduzeedo.com/uiux-interactions-handsome?utm_source=dlvr.it&utm_medium=facebook,1456689886,2639939419,ui|ux,unread
http://abduzeedo.com/well-designed-how-use-empathy-create-products-people-love,http://abduzeedo.com/well-designed-how-use-empathy-create-products-people-love,1432555428,2639939423,design,unread
Beautiful Web Interfaces by Gene Ross | Abduzeedo Design Inspiration,http://abduzeedo.com/beautiful-web-interfaces-gene-ross?utm_source=dlvr.it&utm_medium=twitter,1467621375,2639939428,ifttt|twitter,unread
http://abduzeedo.com/lootcrate-typography,http://abduzeedo.com/lootcrate-typography,1434114109,2639939429,grafica,unread
The Accessibility Cheatsheet - bitsofco.de,http://bitsofco.de/2015/the-accessibility-cheatsheet/?utm_content=buffer1e9cf&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer,1433582759,2639939430,css|ux,unread
Panache,http://panache.fr/,1444223530,2639939432,inspiration|interface|ux,unread
5 dangerous UX myths debunked,http://thenextweb.com/dd/2015/06/10/5-dangerous-ux-myths-debunked/,1433932275,2639939433,,unread
"Contextual Styling: UI Components, Nesting, and Implementation Detail",http://csswizardry.com/2015/06/contextual-styling-ui-components-nesting-and-implementation-detail,1435561666,2639939438,,unread
Importance Of Wireframes In Web Design,https://visualhierarchy.co/blog/importance-of-wireframes-in-web-design-and-why-use-them/,1476217646,2639939440,ifttt|twitter,unread
http://www.underconsideration.com/artofthemenu/archives/commune.php,http://www.underconsideration.com/artofthemenu/archives/commune.php,1434960869,2639939442,,unread
http://abduzeedo.com/uiux-works-serge-vasil,http://abduzeedo.com/uiux-works-serge-vasil,1436179161,2639939450,template,unread
Star Wars illustrations by Konrad Kirpluk - 9GAG,http://9gag.com/gag/a3LBLb5,1436284375,2639939452,,unread
Claudio Guglieri : Product Design & Creative Direction,https://guglieri.com/,1529307734,2639939453,ifttt|twitter,unread
